status,started_at,finished_at,duration_sec,worker_returncode,worker_timeout,worker_stderr_tail,window_idx,condition,visible_seed,window_t,source_file,baseline,action_source,future_key,future_mae,primitive,has_params,pose0_x,pose0_y,pose0_z,pose1_x,pose1_y,pose1_z,pose0_quat_norm,pose1_quat_norm,pull_xy_len,action_valid,action_l2_to_gt,action_mae_to_gt,action_max_abs_to_gt,action_cosine_to_gt,action_norm,gt_action_norm,pose0_xy_dist_to_gt,pose0_z_abs_diff_to_gt,pose1_xy_dist_to_gt,pose1_z_abs_diff_to_gt,pull_angle_deg_to_gt,pull_len_ratio_to_gt,exec_success,exec_done,exec_reward,exec_final_fraction_before,exec_final_fraction_after,exec_delta_final_fraction,exec_prefix_state_mae,exec_prefix_state_l2,exec_prefix_source,exec_failure_reason,scope,action_repr
ok,2026-07-06T20:09:30+0800,2026-07-06T20:09:43+0800,12.923,0,0,"/miniforge3/envs/coord_bimanual/lib/python3.9/site-packages/wandb/apis/public.py:2997: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version

{""condition"": ""free"", ""delta"": 0.8333333333333334, ""source"": ""gt_reference"", ""status"": ""ok""}
",0,free,1000,0,000000-9.pkl,state_action,gt_reference,y_state,0.045434609055519104,pick_place,True,0.668749988079071,0.40625,0.03550928086042404,0.3997460603713989,-0.016988500952720642,-0.00808842945843935,1.0,1.0,0.5014917165924684,True,0.0,0.0,0.0,1.0000000000000002,1.665436029434204,1.665436029434204,0.0,0.0,0.0,0.0,1.2074182697257333e-06,1.0,0,0,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,0.003832572838291526,0.09246689081192017,raw_action_file_high_confidence,,phase3_9_geometry_idm_controlled_retry_no_phase4_no_cps,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.668749988079071, 0.40625, 0.03550928086042404], [0.0, 0.0, 0.0, 1.0]], ""pose1"": [[0.3997460603713989, -0.016988500952720642, -0.00808842945843935], [0.0, 0.0, 0.0, 1.0]]}}"
ok,2026-07-06T20:09:43+0800,2026-07-06T20:09:52+0800,9.300,0,0,"/miniforge3/envs/coord_bimanual/lib/python3.9/site-packages/wandb/apis/public.py:2997: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version

{""condition"": ""free"", ""delta"": 0.0, ""source"": ""old_idm_gt_future"", ""status"": ""ok""}
",0,free,1000,0,000000-9.pkl,state_action,old_idm_gt_future,y_state,0.045434609055519104,pick_place,True,0.6872899532318115,0.37839624285697937,0.02587382309138775,0.38476863503456116,-0.012341138906776905,0.002450771862640977,1.0000000000000016,0.9999999403953582,0.49416075266192216,True,0.039615657180547714,0.006156672723591328,0.02785375714302063,0.9997180127378612,1.6626561880111694,1.665436029434204,0.03345985796214927,0.009635457769036293,0.015681876281447585,0.010539201321080327,5.308760409848856,0.985381684905269,0,0,0.0,0.0,0.0,0.0,0.0038206903263926506,0.09244593232870102,raw_action_file_high_confidence,,phase3_9_geometry_idm_controlled_retry_no_phase4_no_cps,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.6872899532318115, 0.37839624285697937, 0.02587382309138775], [-5.5747396032757024e-08, 6.306841715542078e-10, 2.0122752353302076e-09, 1.0]], ""pose1"": [[0.38476863503456116, -0.012341138906776905, 0.002450771862640977], [4.7320277474227623e-08, -4.955422738817106e-08, -3.4006575333478395e-08, 0.9999999403953552]]}}"
ok,2026-07-06T20:09:52+0800,2026-07-06T20:10:05+0800,12.818,0,0,"/miniforge3/envs/coord_bimanual/lib/python3.9/site-packages/wandb/apis/public.py:2997: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version

{""condition"": ""free"", ""delta"": 0.7083333333333334, ""source"": ""phase39_idm_gt_future"", ""status"": ""ok""}
",0,free,1000,0,000000-9.pkl,state_action,phase39_idm_gt_future,y_state,0.045434609055519104,pick_place,True,0.6735745668411255,0.40188875794410706,0.02798321470618248,0.3974015414714813,-0.014648597687482834,-0.00831471849232912,1.0000000000000002,1.0,0.49977485788940973,True,0.010486266575753689,0.0015444754390046,0.007526066154241562,0.999980184170322,1.665596604347229,1.665436029434204,0.006503613803214034,0.007526066154241562,0.0033123882868319353,0.0002262890338897705,1.1057986885753546,0.996576496388167,0,0,0.7083333333333334,0.0,0.7083333333333334,0.7083333333333334,0.0038373307324945927,0.0924765095114708,raw_action_file_high_confidence,,phase3_9_geometry_idm_controlled_retry_no_phase4_no_cps,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.6735745668411255, 0.40188875794410706, 0.02798321470618248], [-2.4191836089926255e-08, 3.734389242282532e-09, 1.610079736202863e-09, 1.0]], ""pose1"": [[0.3974015414714813, -0.014648597687482834, -0.00831471849232912], [-1.0303802255862138e-08, -8.941833051778758e-09, -8.350946600899078e-09, 1.0]]}}"
ok,2026-07-06T20:10:05+0800,2026-07-06T20:10:16+0800,11.450,0,0,"/miniforge3/envs/coord_bimanual/lib/python3.9/site-packages/wandb/apis/public.py:2997: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version

{""condition"": ""free"", ""delta"": 0.0, ""source"": ""gt_reference"", ""status"": ""ok""}
",4,free,1000,1,000000-9.pkl,state_action,gt_reference,y_state,0.05655762925744057,pick_place,True,0.6000000238418579,0.23125000298023224,0.013128692284226418,0.6216307878494263,0.18776901066303253,0.0047466750256717205,1.0,1.0,0.04856425274252137,True,0.0,0.0,0.0,1.0000000000000002,1.683850884437561,1.683850884437561,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.09091172367334366,1.8502789735794067,raw_action_file_high_confidence,,phase3_9_geometry_idm_controlled_retry_no_phase4_no_cps,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.6000000238418579, 0.23125000298023224, 0.013128692284226418], [0.0, 0.0, 0.0, 1.0]], ""pose1"": [[0.6216307878494263, 0.18776901066303253, 0.0047466750256717205], [0.0, 0.0, 0.0, 1.0]]}}"
ok,2026-07-06T20:10:16+0800,2026-07-06T20:10:27+0800,11.074,0,0,"/miniforge3/envs/coord_bimanual/lib/python3.9/site-packages/wandb/apis/public.py:2997: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version

{""condition"": ""free"", ""delta"": 0.0, ""source"": ""old_idm_gt_future"", ""status"": ""ok""}
",4,free,1000,1,000000-9.pkl,state_action,old_idm_gt_future,y_state,0.05655762925744057,pick_place,True,0.6340979337692261,0.3086932301521301,0.015534686855971813,0.6389330625534058,0.11077744513750076,0.0037453784607350826,1.0000000000000004,1.000000000000001,0.19797483786662534,True,0.11573237180709839,0.01494588516652584,0.07744322717189789,0.997775304811007,1.7082546949386597,1.683850884437561,0.08461749757711519,0.0024059945717453957,0.07891178538091899,0.0010012965649366379,25.049786549671673,4.0765548049560465,0,0,0.0,0.0,0.0,0.0,0.09092311561107635,1.85032320022583,raw_action_file_high_confidence,,phase3_9_geometry_idm_controlled_retry_no_phase4_no_cps,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.6340979337692261, 0.3086932301521301, 0.015534686855971813], [7.186086836696859e-09, -3.090096711844126e-08, -9.036448034294153e-09, 1.0]], ""pose1"": [[0.6389330625534058, 0.11077744513750076, 0.0037453784607350826], [-3.4178714969357316e-08, 2.6593992785706178e-08, 1.7295310072995562e-08, 1.0]]}}"
ok,2026-07-06T20:10:27+0800,2026-07-06T20:10:38+0800,10.986,0,0,"/miniforge3/envs/coord_bimanual/lib/python3.9/site-packages/wandb/apis/public.py:2997: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version

{""condition"": ""free"", ""delta"": 0.0, ""source"": ""phase39_idm_gt_future"", ""status"": ""ok""}
",4,free,1000,1,000000-9.pkl,state_action,phase39_idm_gt_future,y_state,0.05655762925744057,pick_place,True,0.6058274507522583,0.2282814383506775,0.013263470493257046,0.6195091605186462,0.18578970432281494,0.004866682458668947,1.0000000000000002,1.0000000000000002,0.04464007888463334,True,0.007157010957598686,0.0009394122171215713,0.005827426910400391,0.9999910525913395,1.6845320463180542,1.683850884437561,0.006539975562332183,0.0001347782090306282,0.002901543747583059,0.00012000743299722672,8.601466849491123,0.9191962475219525,0,0,0.0,0.0,0.0,0.0,0.09092311561107635,1.85032320022583,raw_action_file_high_confidence,,phase3_9_geometry_idm_controlled_retry_no_phase4_no_cps,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.6058274507522583, 0.2282814383506775, 0.013263470493257046], [-1.3692216249694411e-09, 2.0663888378180673e-08, -5.239416012159381e-09, 1.0]], ""pose1"": [[0.6195091605186462, 0.18578970432281494, 0.004866682458668947], [-3.5558669342350413e-09, -1.5137818110133594e-08, -1.512402469927565e-08, 1.0]]}}"
ok,2026-07-06T20:10:38+0800,2026-07-06T20:10:51+0800,12.946,0,0,"/miniforge3/envs/coord_bimanual/lib/python3.9/site-packages/wandb/apis/public.py:2997: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version

{""condition"": ""free"", ""delta"": 0.0, ""source"": ""gt_reference"", ""status"": ""ok""}
",8,free,1000,2,000000-9.pkl,state_action,gt_reference,y_state,0.0526895672082901,pick_place,True,0.40937501192092896,-0.0062500000931322575,0.012938774190843105,0.3809899091720581,-0.02012024074792862,0.003396071493625641,1.0,1.0,0.03159268323339949,True,0.0,0.0,0.0,1.0,1.5209747552871704,1.5209747552871704,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.10067810863256454,2.0104455947875977,raw_action_file_high_confidence,,phase3_9_geometry_idm_controlled_retry_no_phase4_no_cps,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.40937501192092896, -0.0062500000931322575, 0.012938774190843105], [0.0, 0.0, 0.0, 1.0]], ""pose1"": [[0.3809899091720581, -0.02012024074792862, 0.003396071493625641], [0.0, 0.0, 0.0, 1.0]]}}"
ok,2026-07-06T20:10:51+0800,2026-07-06T20:11:04+0800,12.887,0,0,"/miniforge3/envs/coord_bimanual/lib/python3.9/site-packages/wandb/apis/public.py:2997: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version

{""condition"": ""free"", ""delta"": 0.0, ""source"": ""old_idm_gt_future"", ""status"": ""ok""}
",8,free,1000,2,000000-9.pkl,state_action,old_idm_gt_future,y_state,0.0526895672082901,pick_place,True,0.5166876316070557,0.20841266214847565,0.01684347726404667,0.4162696897983551,-0.015097742900252342,0.0035640555433928967,1.0000000000000009,1.0000000000000002,0.24503196567415855,True,0.24265453219413757,0.02616788260638714,0.21466265618801117,0.98835372742313,1.576136589050293,1.5209747552871704,0.23999178507722696,0.0039047030732035637,0.03563549362180288,0.00016798404976725578,39.76452381770362,7.755971971861923,0,0,0.0,0.0,0.0,0.0,0.10069844126701355,2.0104377269744873,raw_action_file_high_confidence,,phase3_9_geometry_idm_controlled_retry_no_phase4_no_cps,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.5166876316070557, 0.20841266214847565, 0.01684347726404667], [-3.093546041554873e-08, -2.5265052272516186e-08, 9.817360258068675e-09, 1.0]], ""pose1"": [[0.4162696897983551, -0.015097742900252342, 0.0035640555433928967], [1.6268554503540145e-08, -3.040017571009912e-09, 9.575072290601838e-09, 1.0]]}}"
ok,2026-07-06T20:11:04+0800,2026-07-06T20:11:17+0800,12.806,0,0,"/miniforge3/envs/coord_bimanual/lib/python3.9/site-packages/wandb/apis/public.py:2997: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version

{""condition"": ""free"", ""delta"": 0.0, ""source"": ""phase39_idm_gt_future"", ""status"": ""ok""}
",8,free,1000,2,000000-9.pkl,state_action,phase39_idm_gt_future,y_state,0.0526895672082901,pick_place,True,0.4165239930152893,-0.008867449127137661,0.012824071571230888,0.38236507773399353,-0.019591402262449265,0.003233755938708782,1.0,1.0000000000000002,0.03580271866832324,True,0.0077568828128278255,0.0008533935179002583,0.0071489810943603516,0.9999881456975868,1.5232638120651245,1.5209747552871704,0.007613078886569976,0.00011470261961221695,0.0014733494892453867,0.00016231555491685867,8.612902494414667,1.1332598248721382,0,0,0.0,0.0,0.0,0.0,0.10068336129188538,2.010462760925293,raw_action_file_high_confidence,,phase3_9_geometry_idm_controlled_retry_no_phase4_no_cps,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.4165239930152893, -0.008867449127137661, 0.012824071571230888], [-5.3564463975419585e-09, 8.50033732291422e-09, -5.17713383274554e-09, 1.0]], ""pose1"": [[0.38236507773399353, -0.019591402262449265, 0.003233755938708782], [-2.5938273751080487e-08, 8.635152148883662e-09, 2.319561348551602e-10, 1.0]]}}"
ok,2026-07-06T20:11:17+0800,2026-07-06T20:11:31+0800,13.655,0,0,"/miniforge3/envs/coord_bimanual/lib/python3.9/site-packages/wandb/apis/public.py:2997: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version

{""condition"": ""hidden_breakaway_pin"", ""delta"": 0.625, ""source"": ""gt_reference"", ""status"": ""ok""}
",3,hidden_breakaway_pin,1000,0,000000-4.pkl,state_action,gt_reference,y_state,0.049448560923337936,pick_place,True,0.671875,0.40625,0.03601432591676712,0.3977108895778656,-0.014461454004049301,-0.007450219243764877,1.0,1.0,0.5021594238623444,True,0.0,0.0,0.0,0.9999999999999999,1.666190505027771,1.666190505027771,0.0,0.0,0.0,0.0,1.2074182697257333e-06,1.0,0,0,0.625,0.0,0.625,0.625,0.003823882667347789,0.09251252561807632,raw_action_file_high_confidence,,phase3_9_geometry_idm_controlled_retry_no_phase4_no_cps,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.671875, 0.40625, 0.03601432591676712], [0.0, 0.0, 0.0, 1.0]], ""pose1"": [[0.3977108895778656, -0.014461454004049301, -0.007450219243764877], [0.0, 0.0, 0.0, 1.0]]}}"
